0,0,450,0,350,0,0,0,1,1,1,10,0
2,2,5000,0,5000,0,0,0,11000,1,11000,0,0
2,2,50,50,50,0,0,0,100,100,100,0,0
2,2,150,50,50,0,0,0,100,100,100,0,0
2,2,50,150,50,0,0,0,100,100,100,0,0
2,2,150,150,50,0,0,0,100,100,100,0,0
2,2,50,50,150,0,0,0,100,100,100,0,0
2,2,50,150,150,0,0,0,100,100,100,0,0
2,3,250,50,50,0,0,0,100,100,100,0,0
2,3,250,150,50,0,0,0,100,100,100,0,0
2,3,350,150,50,0,0,0,100,100,100,0,0
2,3,350,50,50,0,0,0,100,100,100,0,0
2,4,450,50,50,0,0,0,100,100,100,0,0
2,4,450,150,50,0,0,0,100,100,100,0,0
2,4,550,150,50,0,0,0,100,100,100,0,0
2,4,550,50,50,0,0,0,100,100,100,0,0
2,5,650,50,50,0,0,0,100,100,100,0,0
2,5,650,150,50,0,0,0,100,100,100,0,0
2,5,750,150,50,0,0,0,100,100,100,0,0
2,5,750,50,50,0,0,0,100,100,100,0,0
2,6,850,50,50,0,0,0,100,100,100,0,0
2,6,850,150,50,0,0,0,100,100,100,0,0
2,6,850,150,150,0,0,0,100,100,100,0,0
2,6,850,50,150,0,0,0,100,100,100,0,0
2,6,50,50,250,0,0,0,100,100,100,0,0
2,6,50,150,250,0,0,0,100,100,100,0,0
2,6,50,150,350,0,0,0,100,100,100,0,0
2,6,50,50,350,0,0,0,100,100,100,0,0
2,5,50,50,450,0,0,0,100,100,100,0,0
2,5,50,150,450,0,0,0,100,100,100,0,0
2,5,50,150,550,0,0,0,100,100,100,0,0
2,5,50,50,550,0,0,0,100,100,100,0,0
2,4,50,50,650,0,0,0,100,100,100,0,0
2,4,50,150,650,0,0,0,100,100,100,0,0
2,4,50,150,750,0,0,0,100,100,100,0,0
2,4,50,50,750,0,0,0,100,100,100,0,0
2,3,50,50,850,0,0,0,100,100,100,0,0
2,3,50,150,850,0,0,0,100,100,100,0,0
2,3,50,150,950,0,0,0,100,100,100,0,0
2,3,50,50,950,0,0,0,100,100,100,0,0
2,2,50,50,1050,0,0,0,100,100,100,0,0
2,2,50,150,1050,0,0,0,100,100,100,0,0
2,2,50,150,1150,0,0,0,100,100,100,0,0
2,2,50,50,1150,0,0,0,100,100,100,0,0
2,6,50,50,1250,0,0,0,100,100,100,0,0
2,6,50,150,1250,0,0,0,100,100,100,0,0
2,6,50,150,1350,0,0,0,100,100,100,0,0
2,6,50,50,1350,0,0,0,100,100,100,0,0
2,5,50,50,1450,0,0,0,100,100,100,0,0
2,5,50,150,1450,0,0,0,100,100,100,0,0
2,5,50,150,1550,0,0,0,100,100,100,0,0
2,5,50,50,1550,0,0,0,100,100,100,0,0
2,4,50,150,1650,0,0,0,100,100,100,0,0
2,4,50,50,1650,0,0,0,100,100,100,0,0
2,4,150,50,1650,0,0,0,100,100,100,0,0
2,4,150,150,1650,0,0,0,100,100,100,0,0
2,4,250,150,1650,0,0,0,100,100,100,0,0
2,4,250,50,1650,0,0,0,100,100,100,0,0
2,3,350,50,1650,0,0,0,100,100,100,0,0
2,3,350,150,1650,0,0,0,100,100,100,0,0
2,3,450,150,1650,0,0,0,100,100,100,0,0
